package_name	germany_version_name	germany_version_code	vietnam_version_name	vietnam_version_code	nigeria_version_name	nigeria_version_code	pakistan_version_name	pakistan_version_code	india_version_name	india_version_code	usa_version_name	usa_version_code	turkey_version_name	turkey_version_code	egypt_version_name	egypt_version_code	bangladesh_version_name	bangladesh_version_code	saudi_version_name	saudi_version_code
com.balimedia.alldict	v4.2-010624	66	v4.2-010624	66	v4.2-010624	66	v4.2-010624	66	v4.2-010624	66	v4.2-010624	66	v4.3-090724	67	v4.3-090724	67	v4.2-010624	66	v4.2-010624	66
com.bancoazteca.firma	3.2.1	35	3.2.1	35	3.2.1	35	3.2.1	35	3.3.0	37	3.2.1	35	3.2.1	35	3.2.1	35	3.2.1	35	3.2.1	35
com.bandagames.mpuzzle.gp	7.10.4	749	7.10.3	747	7.10.4	749	7.10.4	749	7.10.3	747	7.9.12	742	7.10.3	747	7.10.4	749	7.10.4	749	7.10.4	749
com.battlelancer.seriesguide	2024.4.6	21240407	2024.3.8	21240308	2024.4.6	21240407	2024.4.6	21240407	2024.4.6	21240407	2024.3.8	21240308	2024.3.8	21240308	2024.4.6	21240407	2024.4.6	21240407	2024.4.6	21240407
com.beat.fight.fnf.mobile.original.friday.night.funkin.game.android	1.4	82	1.3.8	76	1.4	82	1.4	82	1.3.8	76	1.3.8	76	1.4	82	1.4	82	1.4	82	1.4	82
com.begamob.rokuremote	309	309	309	309	306	306	309	309	306	306	306	306	309	309	309	309	306	306	306	306
com.benoitletondor.pixelminimalwatchface	2.6.0	10226	2.6.0	10226	2.6.0	10226	2.6.0	10226	2.6.0	10226	2.6.4	10276	2.6.4	10276	2.6.0	10226	2.6.0	10226	2.6.0	10226
com.bibit.bibitid	3.88.1	334	3.87.2	332	3.88.1	334	3.88.1	334	3.87.2	332	3.88.1	334	3.88.1	334	3.88.1	334	3.88.1	334	3.88.1	334
com.bigcake.android.slidingblock	1.0.51	55	1.0.51	55	1.0.51	55	1.0.51	55	1.0.51	55	1.0.53	57	1.0.51	55	1.0.51	55	1.0.51	55	1.0.51	55
com.bike.racing.stunt.games.free.bike.games	1.56	57	1.56	57	1.56	57	1.56	57	1.55	56	1.56	57	1.56	57	1.56	57	1.56	57	1.56	57
com.bilt.mobile	5.30.0	129	5.29.1	127	5.30.0	129	5.30.0	129	5.29.1	127	5.29.1	127	5.30.0	129	5.30.0	129	5.29.1	127	5.30.0	129
com.birdinox.sharpenvideo	2.11	11	2.11	11	2.11	11	2.11	11	2.11	11	2.12	12	2.11	11	2.11	11	2.12	12	2.12	12
com.birthday.songwithname.songmaker	31.0	31	31.0	31	31.0	31	31.0	31	31.0	31	31.0	31	31.0	31	31.0	31	31.0	31	2.9	29
com.bit.androsmart.kbinapp	14.37	1444	14.34	1441	14.37	1444	14.37	1444	14.37	1444	14.34	1441	14.34	1441	14.37	1444	14.37	1444	14.37	1444
com.blendergame.smash	1.3.70	227	1.3.72	233	1.3.72	233	1.3.70	227	1.3.72	233	1.3.72	233	1.3.70	227	1.3.72	233	1.3.70	227	1.3.72	233
com.blinkhd	6.5.68	6817	6.5.68	6817	6.5.67	6815	6.5.68	6817	6.5.68	6817	6.5.67	6815	6.5.67	6815	6.5.68	6817	6.5.67	6815	6.5.68	6817
com.block.puzzle.game.wooden	3.394	3394	3.394	3394	3.394	3394	3.394	3394	3.393	3393	3.394	3394	3.393	3393	3.394	3394	3.394	3394	3.394	3394
com.block.puzzle.jewel.games.blast.free	3.1.4	20301040	3.1.2	20301020	3.1.4	20301040	3.1.4	20301040	3.1.2	20301020	3.1.2	20301020	3.1.3	20301030	3.1.4	20301040	3.1.4	20301040	3.1.4	20301040
com.blockpuzzle.wood.jewel.jigsaw.game	1.5.9	58	1.5.9	58	1.6.1	60	1.5.9	58	1.6.1	60	1.5.9	58	1.6.1	60	1.5.9	58	1.5.9	58	1.6.1	60
com.blogspot.byterevapps.lollipopscreenrecorder	4.14.11	136	4.16.0	138	4.14.11	136	4.14.11	136	4.14.11	136	4.14.11	136	4.14.11	136	4.16.0	138	4.14.11	136	4.14.11	136
com.bol.shop	5.10.1	400397	5.9.0	400162	5.10.1	400397	5.10.1	400397	5.9.0	400162	5.10.1	400397	5.10.1	400397	5.10.1	400397	5.10.1	400397	5.10.1	400397
com.bookmate	9.0.0	2009000000	8.13.1	2008130100	9.0.0	2009000000	8.13.1	2008130100	8.13.1	2008130100	8.13.1	2008130100	9.0.0	2009000000	9.0.0	2009000000	9.0.0	2009000000	9.0.0	2009000000
com.booknet	1.3.67	1637	1.3.66	1636	1.3.67	1637	1.3.67	1637	1.3.66	1636	1.3.66	1636	1.3.67	1637	1.3.67	1637	1.3.67	1637	1.3.67	1637
com.bork.dsp.datuna	3.7.7	540	3.7.4	505	3.7.7	540	3.7.7	540	3.7.7	540	3.7.4	505	3.7.7	540	3.7.7	540	3.7.7	540	3.7.7	540
com.borna.tapethrower	1.9	63	1.9	63	2.0	65	1.9	63	2.0	65	1.9	63	1.9	63	2.0	65	1.9	63	2.0	65
com.bounce.dunk	1.1.17	58	1.1.18	60	1.1.17	58	1.1.17	58	1.1.17	58	1.1.18	60	1.1.17	58	1.1.17	58	1.1.17	58	1.1.17	58
com.bowlfing.game	7.2.1	7000681	7.2.1	7000681	7.2.1	7000681	7.2.1	7000681	7.2.1	7000681	7.2.1	7000681	7.2.1	7000681	7.2.1	7000681	7.2.0	7000665	7.2.0	7000665
com.bplus.bankplusbccs	3.5.0	264	3.5.0	264	3.5.0	264	3.5.0	264	3.4.8	262	3.4.8	262	3.4.8	262	3.5.0	264	3.5.0	264	3.5.0	264
com.brain.game.word.quiz	2.3802	23802	2.3802	23802	2.3901	23901	2.3802	23802	2.3802	23802	2.3802	23802	2.3901	23901	2.3901	23901	2.3802	23802	2.3802	23802
com.brainium.solitairefree	1.6.44.462	8000462	1.6.43.461	8000461	1.6.44.462	8000462	1.6.44.462	8000462	1.6.43.461	8000461	1.6.43.461	8000461	1.6.44.462	8000462	1.6.44.462	8000462	1.6.44.462	8000462	1.6.44.462	8000462
com.brainjoy.idiom.blockft	2.9104	29104	2.9105	29105	2.9104	29104	2.9105	29105	2.9105	29105	2.9105	29105	2.9104	29104	2.9104	29104	2.9104	29104	2.9104	29104
com.brain.snake.thief.troll	1.8	18	1.7	17	1.7	17	1.7	17	1.7	17	1.8	18	1.8	18	1.7	17	1.7	17	1.8	18
com.braintest.happy.ending	1.9.4	67	1.9.4	67	1.9.4	67	1.9.5	68	1.9.5	68	1.9.4	67	1.9.5	68	1.9.5	68	1.9.4	67	1.9.5	68
com.brave.merge	1.6.1	1513	1.6.2	1515	1.6.1	1513	1.6.1	1513	1.6.1	1513	1.6.1	1513	1.6.1	1513	1.6.1	1513	1.6.1	1513	1.6.1	1513
com.breakingnewsbrief.app	4.04.0	404000001	4.03.0	403000001	4.03.0	403000001	4.03.0	403000001	4.03.0	403000001	4.03.0	403000001	4.03.0	403000001	4.03.0	403000001	4.03.0	403000001	4.03.0	403000001
com.brick.breaker.ball.shooting.blast	4.9.8	95	4.9.5	92	4.9.8	95	4.9.8	95	4.9.8	95	4.9.8	95	4.9.8	95	4.9.8	95	4.9.8	95	4.9.8	95
com.bricksball.journey.gp	1.0.68	10000068	1.0.65	10000065	1.0.68	10000068	1.0.68	10000068	1.0.65	10000065	1.0.67	10000067	1.0.65	10000065	1.0.68	10000068	1.0.68	10000068	1.0.68	10000068
com.brusselsairlines.bmobile	3.444.1	1600000161	3.440.0	1600000155	3.444.1	1600000161	3.444.1	1600000161	3.444.1	1600000161	3.440.0	1600000155	3.444.1	1600000161	3.444.1	1600000161	3.444.1	1600000161	3.444.1	1600000161
com.bubbleshooter.popbubbles.shootbubblesgame	2.5.7	158	2.5.7	158	2.5.7	158	2.5.7	158	2.5.7	158	2.5.6	157	2.5.6	157	2.5.7	158	2.5.7	158	2.5.7	158
com.bubbleshooter.superharvest	11.1	56	11.1	56	11.0	55	11.0	55	11.0	55	11.0	55	11.0	55	11.1	56	11.0	55	11.1	56
com.businesscardmanager.documentscanner	2.4.0	60	2.4.0	60	2.3.6	56	2.4.0	60	2.4.0	60	2.4.0	60	2.3.6	56	2.4.0	60	2.4.0	60	2.4.0	60
com.bydeluxe.d3.android.program.starz	5.17.0	3717	5.16.1	3700	5.17.0	3717	5.17.0	3717	5.16.1	3700	5.17.0	3717	5.16.1	3700	5.17.0	3717	5.17.0	3717	5.17.0	3717
com.CalendarMonthlyStyle	13.0	13	12.0	12	12.0	12	12.0	12	12.0	12	12.0	12	12.0	12	12.0	12	13.0	13	13.0	13
com.CharityRun.game	2.4.0	2400001	2.4.0	2400001	2.4.0	2400001	2.4.0	2400001	2.4.0	2400001	2.4.0	2400001	2.4.1	2410000	2.4.0	2400001	2.4.0	2400001	2.4.0	2400001
com.DefaultCompany.BloodBox	0.7.75	137	0.7.75	137	0.7.75	137	0.7.75	137	0.7.75	137	0.7.75	137	0.7.74	136	0.7.75	137	0.7.75	137	0.7.75	137
com.Dekovir.PixWordsScenes	1.92	110	1.94	112	1.92	110	1.94	112	1.92	110	1.92	110	1.92	110	1.92	110	1.92	110	1.92	110
com.DNA.DinoTransform	2.24	15	2.24	15	2.24	15	2.25	17	2.24	15	2.25	17	2.25	17	2.24	15	2.24	15	2.25	17
com.EternalStudio.SurvivorZ	0.1.6b	32	0.1.6b	32	0.1.9	55	0.1.9	55	0.1.8	47	0.1.6b	32	0.1.8	47	0.1.6b	32	0.1.6b	32	0.1.9	55
com.Flashlightonclap	7.6	76	7.7	77	7.6	76	7.6	76	7.7	77	7.6	76	7.7	77	7.6	76	7.6	76	7.6	76
com.Gongulus.SpreadLegs	0.7.9.71	35	0.7.9.71	35	0.7.9.71	35	0.7.9.71	35	0.7.9.71	35	0.7.9.71	35	0.7.9.71	35	0.7.9.8	36	0.7.9.71	35	0.7.9.8	36
com.haiereurope.hon	2.12.9	268	2.12.9	268	2.12.9	268	2.12.9	268	2.12.9	268	2.12.9	268	2.13.20	279	2.12.9	268	2.12.9	268	2.12.9	268
com.hairclipper.liedetector.brokenscreen.prankguys	2.0.1	45	1.8.4	43	2.0.1	45	2.0.1	45	2.0.1	45	1.8.4	43	1.8.4	43	2.0.1	45	2.0.1	45	2.0.1	45
com.hair_flutter	90.0.0	90	92.0.0	92	90.0.0	90	90.0.0	90	89.0.0	89	89.0.0	89	89.0.0	89	90.0.0	90	90.0.0	90	90.0.0	90
com.haktansoft.giftcenter	2.7.6	84	2.7.6	84	2.7.6	84	2.7.6	84	2.7.5	83	2.7.5	83	2.7.5	83	2.7.6	84	2.7.6	84	2.7.6	84
com.halfbrick.fruitninjax	2.45.0	1465857	2.47.1	1465862	2.45.0	1465857	2.45.0	1465857	2.47.0	1465861	2.45.0	1465857	2.45.0	1465857	2.45.0	1465857	2.45.0	1465857	2.45.0	1465857
com.halo.wifikey.wifilocating	5.5.19	2410281	5.5.18	2410221	5.5.19	2410281	5.5.19	2410281	5.5.19	2410281	5.5.18	2410221	5.5.18	2410221	5.5.19	2410281	5.5.19	2410281	5.5.19	2410281
com.happyadda.jalebi	5.7.9	579	5.7.7	577	5.7.9	579	5.7.9	579	5.7.7	577	5.7.9	579	5.7.9	579	5.7.9	579	5.7.9	579	5.7.9	579
com.happysky.spider	4.7.0.20240828	40700	4.7.0.20240828	40700	4.7.0.20240828	40700	4.7.0.20240828	40700	4.7.0.20240828	40700	4.6.2.20240612	40602	4.7.0.20240828	40700	4.7.0.20240828	40700	4.7.0.20240828	40700	4.7.0.20240828	40700
com.hd.backupapk	1.5.5	47	1.5.4	46	1.5.5	47	1.5.5	47	1.5.4	46	1.5.5	47	1.5.4	46	1.5.5	47	1.5.5	47	1.5.5	47
com.hdvideodownloader.downloaderapp	2.3.9	50	2.3.4	46	2.3.4	46	2.3.9	50	2.3.4	46	2.3.4	46	2.3.4	46	2.3.4	46	2.3.4	46	2.3.9	50
com.HD.Wallpapers.Best.Wall.Backgrounds	1.82	83	1.82	83	1.82	83	1.82	83	1.83	84	1.83	84	1.82	83	1.83	84	1.82	83	1.82	83
com.headfone.www.headfone	5.3.86	693	5.3.86	693	5.3.86	693	5.3.86	693	5.3.84	691	5.3.84	691	5.3.84	691	5.3.86	693	5.3.86	693	5.3.86	693
com.heartfull.forms	10.1.2	64	10.1.2	64	10.1.2	64	10.1.2	64	10.1.1	63	10.1.2	64	10.1.1	63	10.1.2	64	10.1.2	64	10.1.2	64
com.hecorat.screenrecorder.free	6.3.1	70337	6.3.1	70337	6.3.1	70337	6.3.1	70337	6.2.5	70329	6.2.5	70329	6.2.11	70335	6.3.1	70337	6.3.1	70337	6.3.1	70337
com.hee.drawcarroad	3.0.1	510	3.0.1	510	3.0.1	510	3.0.1	510	3.0.1	510	3.0.1	510	3.0.0	509	3.0.1	510	3.0.1	510	3.0.1	510
com.hepagames.wheelevolution	2.4.0	228	2.4.0	228	2.4.0	228	2.4.0	228	2.2.2	225	2.2.2	225	2.2.2	225	2.4.0	228	2.4.0	228	2.4.0	228
com.herocraft.game.cut.arcade.catchthecandy	1.33.01	13301	1.33.01	13301	1.33.01	13301	1.33.01	13301	1.33.01	13301	1.32.02	13202	1.32.02	13202	1.33.01	13301	1.33.01	13301	1.33.01	13301
com.herocraft.game.free.stww2_sandbox	1.0.55	10055	1.0.54	10054	1.0.55	10055	1.0.55	10055	1.0.54	10054	1.0.53	10053	1.0.53	10053	1.0.55	10055	1.0.55	10055	1.0.55	10055
com.hg.cartcrash	2.23	28	2.23	28	2.24	29	2.23	28	2.23	28	2.23	28	2.23	28	2.24	29	2.23	28	2.24	29
com.hgj.wordgames.tr	9.0	90	9.0	90	9.0	90	9.0	90	9.0	90	9.1	91	9.0	90	9.1	91	9.0	90	9.1	91
com.higame.par.diy.firework	2.1	21	2.1	21	2.3	23	2.0	20	2.1	21	2.3	23	2.1	21	2.0	20	2.0	20	2.1	21
com.highcore.hoopstars	1.7.9	144	1.7.9	144	1.7.9	144	1.7.9	144	1.7.9	144	1.7.9	144	1.7.10	147	1.7.9	144	1.7.9	144	1.7.9	144
com.highsecure.smartlockscreen.passcode	1.1.2	12	1.1.2	12	1.1.2	12	1.1.2	12	1.1.1	11	1.1.1	11	1.1.1	11	1.1.2	12	1.1.2	12	1.1.2	12
com.himart.main	5.25	361	5.25	361	5.25	361	5.25	361	5.24	360	5.24	360	5.24	360	5.25	361	5.25	361	5.25	361
com.hiroba.helix	2.3.1	276	2.1.4	271	2.3.1	276	2.3.1	276	2.3.0	275	2.1.4	271	2.1.4	271	2.3.1	276	2.3.1	276	2.3.1	276
com.hitcents.drawastickmanepic2free	1.5.9	151	1.5.9	151	1.5.9	151	1.5.9	151	1.5.8	143	1.5.9	151	1.5.8	143	1.5.8	143	1.5.8	143	1.5.8	143
com.hit.master	1.8.17	104	1.8.17	104	1.8.17	104	1.8.17	104	1.8.17	104	1.8.17	104	1.8.17	104	1.8.17	104	1.8.17	104	1.8.17	104
com.holoboo.hyperboat	3.5	35	3.5	35	3.5	35	3.5	35	2.9	29	2.9	29	2.9	29	3.5	35	3.5	35	3.5	35
com.holosfind.showroom	14.21.0	634975	14.21.0	634975	14.21.0	634975	14.21.0	634975	14.21.0	634975	14.20.1	634871	14.20.1	634871	14.21.0	634975	14.21.0	634975	14.21.0	634975
com.holycowstudio.homedesigndreams	2.0.1	3000093	2.0.1	3000093	1.9.1	3000091	2.0.1	3000093	1.9.1	3000091	1.9.1	3000091	2.0.1	3000093	2.0.1	3000093	2.0.1	3000093	1.9.1	3000091
com.home24.android	4.65.0	493	4.63.2	491	4.65.0	493	4.65.0	493	4.63.2	491	4.63.2	491	4.64.0	492	4.65.0	493	4.65.0	493	4.65.0	493
com.hoopsly.arsenalmerge	1.0.066	29	1.0.070	30	1.0.066	29	1.0.070	30	1.0.070	30	1.0.066	29	1.0.066	29	1.0.066	29	1.0.070	30	1.0.070	30
com.HorizonGames.HuntCreed	1.4.2	10040200	1.4.2	10040200	1.4.2	10040200	1.4.3	10040301	1.4.2	10040200	1.4.3	10040301	1.4.3	10040301	1.4.3	10040301	1.4.2	10040200	1.4.3	10040301
com.hotelscombined.mobile	217.4	10535	217.4	10535	217.4	10535	217.4	10535	217.3	10531	217.3	10531	217.3	10531	217.4	10535	217.4	10535	217.4	10535
com.human.ragdollshooter	0.15.21	63	0.15.21	63	0.15.21	63	0.15.21	63	0.15.1	47	0.15.21	63	0.15.1	47	0.15.21	63	0.15.21	63	0.15.1	47
com.huntstand.core	7.6.3	571	7.6.3	571	7.6.3	571	7.6.3	571	7.6.3	571	7.6.3	571	7.6.3	571	7.6.3	571	7.6.3	571	7.6.3	571
com.huub.dolphin	17.11.2	171102	17.11.2	171102	17.11.2	171102	17.11.2	171102	17.11.0	171100	17.11.0	171100	17.11.0	171100	17.11.2	171102	17.11.2	171102	17.11.2	171102
com.huub.everyday	17.11.2	171102	17.11.2	171102	17.11.2	171102	17.11.2	171102	17.11.0	171100	17.11.0	171100	17.11.0	171100	17.11.2	171102	17.11.2	171102	17.11.2	171102
com.huub.swift	17.11.2	171102	17.11.2	171102	17.11.2	171102	17.11.2	171102	17.11.0	171100	17.11.0	171100	17.11.0	171100	17.11.2	171102	17.11.2	171102	17.11.2	171102
com.hz.juecejiushi.gan2	50.0.01	50001	40.0.10	40010	50.0.01	50001	40.0.10	40010	50.0.01	50001	40.0.10	40010	50.0.01	50001	40.0.10	40010	50.0.01	50001	40.0.10	40010
com.ibillstudio.thedaycouple	v3.8.3	384	v3.8.3	384	v3.8.3	384	v3.8.3	384	v3.8.2	368	v3.8.2	368	v3.8.2	368	v3.8.3	384	v3.8.3	384	v3.8.3	384
com.idle.egg.factory.inc.tycoon	2.7.8	218	2.7.7	217	2.7.8	218	2.7.8	218	2.7.8	218	2.7.7	217	2.7.7	217	2.7.8	218	2.7.8	218	2.7.8	218
com.idle.minimart.animal.tycoon	1.24.0	124009063	1.22.0	122009263	1.24.0	124009063	1.24.0	124009063	1.24.0	124009063	1.24.0	124009063	1.24.0	124009063	1.24.0	124009063	1.24.0	124009063	1.24.0	124009063
com.idz.kindergarten.math.kids.games	3.0.8	3000008	3.0.8	3000008	3.0.8	3000008	3.0.8	3000008	3.0.8	3000008	3.0.8	3000008	3.0.9	3000009	3.0.8	3000008	3.0.9	3000009	3.0.8	3000008
com.ihunda.android.binauralbeat	8.0	80	8.0	80	8.0	80	8.0	80	9.5	95	8.0	80	8.0	80	9.5	95	8.0	80	8.0	80
com.image.locker	53.0	53	53.0	53	53.0	53	53.0	53	53.0	53	53.0	53	53.0	53	53.0	53	53.0	53	54.0	54
com.imdb.mobile	9.0.9.109090100	109090100	9.0.9.109090100	109090100	9.0.9.109090100	109090100	9.0.9.109090100	109090100	9.0.7.109070300	109070300	9.0.7.109070300	109070300	9.0.7.109070300	109070300	9.0.9.109090100	109090100	9.0.9.109090100	109090100	9.0.9.109090100	109090100
com.immomo.biz.yaahlan	1.33.2	150	1.33.1	148	1.33.2	150	1.33.2	150	1.33.2	150	1.33.1	148	1.33.1	148	1.33.2	150	1.33.2	150	1.33.2	150
com.impostor.and.zombie.v2	1.1.5	32	1.1.3	25	1.1.3	25	1.1.5	32	1.1.5	32	1.1.4	30	1.1.4	30	1.1.4	30	1.1.4	30	1.1.4	30
com.inapp.incolor	6.4.0	102	6.5.0	105	6.4.0	102	6.4.0	102	6.5.0	105	6.5.0	105	6.4.0	102	6.4.0	102	6.4.0	102	6.5.0	105
com.indianrail.thinkapps.irctc	6.0.8	10108	6.0.8	10108	6.0.8	10108	6.0.8	10108	6.0.6	10106	6.0.8	10108	6.0.8	10108	6.0.6	10106	6.0.8	10108	6.0.8	10108
com.indian.railway.live.train.running.pnr.status.enquiry	1.58	59	1.58	59	1.58	59	1.58	59	1.58	59	1.58	59	1.58	59	1.58	59	1.58	59	1.58	59
com.indian.railways.pnr	1.142	141	1.142	141	1.142	141	1.142	141	1.142	141	1.142	141	1.141	140	1.142	141	1.142	141	1.142	141
com.indone.online	1.7.4	923	1.7.4	923	1.7.4	923	1.7.4	923	1.7.5	926	1.7.5	926	1.7.5	926	1.7.5	926	1.7.5	926	1.7.5	926
com.infostud.android.pa	8.11.1	184	8.11.1	184	8.11.1	184	8.11.1	184	8.11.1	184	8.11.0	183	8.11.0	183	8.11.1	184	8.11.1	184	8.11.1	184
com.initechapps.growlr	16.41.0	152	16.41.0	152	16.41.0	152	16.41.0	152	16.41.0	152	16.40.0	151	16.40.0	151	16.41.0	152	16.41.0	152	16.41.0	152
com.innov.lottecoupon	5.2.3	686	5.2.3	686	5.2.3	686	5.2.3	686	5.2.2	682	5.2.2	682	5.2.2	682	5.2.3	686	5.2.3	686	5.2.3	686
com.instacollage.android	1.29	38	1.29	38	1.29	38	1.29	38	1.30	39	1.29	38	1.30	39	1.29	38	1.30	39	1.30	39
com.instapic.android	1.27	35	1.27	35	1.27	35	1.27	35	1.28	36	1.27	35	1.27	35	1.27	35	1.28	36	1.27	35
com.integragames.jackyfarm	1.3.6	106	1.3.6	106	1.3.8	112	1.3.6	106	1.3.6	106	1.3.8	112	1.3.6	106	1.3.6	106	1.3.6	106	1.3.6	106
com.interfun.buz	1.52.0	14708	1.52.0	14708	1.52.0	14708	1.52.0	14708	1.52.0	14708	1.51.1	13638	1.51.1	13638	1.52.0	14708	1.52.0	14708	1.52.0	14708
com.internetdesignzone.nurseryrhymes	18.6.63	18006063	18.6.54	18006054	18.6.63	18006063	18.6.63	18006063	18.6.54	18006054	18.6.54	18006054	18.6.63	18006063	18.6.63	18006063	18.6.63	18006063	18.6.63	18006063
com.interpark.shop	5.7.6	535	5.7.6	535	5.7.6	535	5.7.6	535	5.7.4	533	5.7.4	533	5.7.4	533	5.7.6	535	5.7.6	535	5.7.6	535
com.intervaltimerfree.app	2.2.21	45	2.2.21	46	2.2.21	45	2.2.21	45	2.2.21	45	2.2.21	45	2.2.21	45	2.2.21	45	2.2.21	45	2.2.21	45
com.invitation.maker.birthday.card	23.7	237	23.7	237	23.6	236	23.7	237	23.6	236	23.7	237	23.7	237	23.7	237	23.7	237	23.6	236
com.iridianstudio.sgbuses	4.5.7	130	4.5.8	131	4.5.7	130	4.5.7	130	4.5.8	131	4.5.7	130	4.5.7	130	4.5.8	131	4.5.8	131	4.5.8	131
com.iscreammedia.app.hiclass.android	1.23.2	1023002	1.23.2	1023002	1.23.2	1023002	1.23.2	1023002	1.23.1	1023001	1.23.1	1023001	1.23.1	1023001	1.23.2	1023002	1.23.2	1023002	1.23.2	1023002
com.itamazons.whatstracker	4.1.9	59	4.1.9	59	4.1.9	59	4.1.9	59	4.1.7	57	4.1.7	57	4.1.7	57	4.1.9	59	4.1.9	59	4.1.9	59
com.itbenefit.android.calendar	1.37	55	1.36	54	1.37	55	1.37	55	1.36	54	1.36	54	1.37	55	1.37	55	1.37	55	1.37	55
com.ixmobile.rastreioencomenda	34	34	34	34	34	34	34	34	33	33	33	33	33	33	34	34	34	34	34	34
com.iz.coloring.games.kids.drawing.color.book.painting.learning.baby.toddlers	1.1.0	37	1.1.0	37	1.0.7	34	1.0.7	34	1.0.7	34	1.1.0	37	1.1.0	37	1.1.0	37	1.0.7	34	1.0.7	34
com.iz.dino.abc.kids.toddler.games.preschool.kindergarten.alphabet.learning	1.5.1	39	1.5.1	39	1.5.1	39	1.5.1	39	1.5.1	39	1.5.1	39	1.5.0	37	1.5.1	39	1.5.1	39	1.5.1	39
com.iz.games.preschool.game.kindergarten.baby.children.kids.learning.educational.learn.toddler.puzzles.stories.coloring	1.7.3	1007003	1.6.9	1006009	1.7.3	1007003	1.7.3	1007003	1.7.3	1007003	1.6.9	1006009	1.6.9	1006009	1.7.3	1007003	1.7.3	1007003	1.7.3	1007003
com.iz.my.school.town.world.life.play.games	2.3.7	38	2.3.7	38	2.3.7	38	2.3.7	38	2.3.7	38	2.3.10	42	2.3.7	38	2.3.7	38	2.3.7	38	2.3.7	38
com.iz.unicorn.coloring.book.games.glitter.free.colouring.pages.pony.princess.animal.drawing.girls.color	4.0.22	4000022	4.0.23	4000023	4.0.22	4000022	4.0.23	4000023	4.0.23	4000023	4.0.22	4000022	4.0.22	4000022	4.0.23	4000023	4.0.23	4000023	4.0.22	4000022
com.jaumo	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572
com.jaumo.casual	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562
com.jaumo.lesbian	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562
com.jaumo.mature	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562
com.jaumo.prime	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202410.1.2	1001572	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562	202409.2.2	1001562
com.jazibkhan.equalizer	6.1.0	202	6.2.3	246	6.1.0	202	6.1.0	202	6.1.0	202	6.1.0	202	6.1.0	202	6.1.0	202	6.1.0	202	6.1.0	202
com.jeevansathi.android	38.9.1	526	38.9.1	526	38.9.1	526	38.9.1	526	38.9.1	526	38.8.17	524	38.9.1	526	38.9.1	526	38.9.1	526	38.9.1	526
com.jewelleryphotoeditorfree.android	2.9	20	2.8	19	2.8	19	2.9	20	2.8	19	2.9	20	2.9	20	2.8	19	2.9	20	2.8	19
com.jobkorea.app	4.0.28	275	4.0.28	275	4.0.28	275	4.0.28	275	4.0.27	274	4.0.27	274	4.0.27	274	4.0.28	275	4.0.28	275	4.0.28	275
com.jobportal.allgovernmentjob	4.20	48	4.20	48	4.20	48	4.20	48	4.20	48	4.21	49	4.21	49	4.20	48	4.20	48	4.20	48
com.jobsdb	14.28.0	53090	14.28.0	53090	14.28.0	53090	14.28.0	53090	14.27.0	53089	14.28.0	53090	14.27.0	53089	14.28.0	53090	14.28.0	53090	14.28.0	53090
com.jobstreet.jobstreet	14.28.0	53090	14.28.0	53090	14.28.0	53090	14.28.0	53090	14.27.0	53089	14.27.0	53089	14.27.0	53089	14.28.0	53090	14.28.0	53090	14.28.0	53090
com.jogatina.buraco	6.6.0	200119	6.6.0	200119	6.6.0	200119	6.6.0	200119	6.5.0	200118	6.5.0	200118	6.5.0	200118	6.6.0	200119	6.6.0	200119	6.6.0	200119
com.jogatina.buracoitaliano	1.6.2	585	1.6.3	587	1.6.3	587	1.6.3	587	1.6.3	587	1.6.2	585	1.6.2	585	1.6.2	585	1.6.2	585	1.6.2	585
com.joinroot.root	316.1.0	527	316.1.0	527	316.1.0	527	316.1.0	527	316.0.0	526	316.0.0	526	316.0.0	526	316.1.0	527	316.1.0	527	316.1.0	527
com.jora.android	4.31.2	5267	4.31.2	5267	4.31.2	5267	4.31.2	5267	4.30.2	5261	4.30.2	5261	4.30.2	5261	4.31.2	5267	4.31.2	5267	4.31.2	5267
com.joyjourney.PianoWhiteGo	2.105	20105	2.105	20105	2.105	20105	2.105	20105	2.104	20104	2.104	20104	2.104	20104	2.105	20105	2.105	20105	2.105	20105
com.jp.tsurutan.routintaskmanage	2.7.13	132	2.7.10	129	2.7.13	132	2.7.13	132	2.7.10	129	2.7.13	132	2.7.10	129	2.7.10	129	2.7.10	129	2.7.10	129
